t_ns,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,light
47740000000,0,0,9.81,0,0,0.41192139812868184,0,0,0,101325,100
47760000000,0,0,9.81,0,0,0.410189918326154,0,0,0,101325,100
47780000000,0,0,9.81,0,0,0.4099595304758287,0,0,0,101325,100
47800000000,0,0,9.81,0,0,0.40910364867782506,0,0,0,101325,100
47820000000,0,0,9.81,0,0,0.41205401505935324,0,0,0,101325,100
47840000000,0,0,9.81,0,0,0.40960601189056745,0,0,0,101325,100
47860000000,0,0,9.81,0,0,0.4103471336325818,0,0,0,101325,100
47880000000,0,0,9.81,0,0,0.41066390160181704,0,0,0,101325,100
47900000000,0,0,9.81,0,0,0.41091044189838094,0,0,0,101325,100
47920000000,0,0,9.81,0,0,0.411004648054164,0,0,0,101325,100
47940000000,0,0,9.81,0,0,0.41163235348811394,0,0,0,101325,100
47960000000,0,0,9.81,0,0,0.41023750530083203,0,0,0,101325,100
47980000000,0,0,9.81,0,0,0.4108756734154036,0,0,0,101325,100
48000000000,0,0,9.81,0,0,0.411362685931447,0,0,0,101325,100
48020000000,0,0,9.81,0,0,0.4109537961298404,0,0,0,101325,100
48040000000,0,0,9.81,0,0,0.41043912669728033,0,0,0,101325,100
48060000000,0,0,9.81,0,0,0.41120638856478164,0,0,0,101325,100
48080000000,0,0,9.81,0,0,0.41111508643784056,0,0,0,101325,100
48100000000,0,0,9.81,0,0,0.4102719354573072,0,0,0,101325,100
48120000000,0,0,9.81,0,0,0.410627162017882,0,0,0,101325,100
48140000000,0,0,9.81,0,0,0.4106821611346084,0,0,0,101325,100
48160000000,0,0,9.81,0,0,0.41077520759945496,0,0,0,101325,100
48180000000,0,0,9.81,0,0,0.4124813793324178,0,0,0,101325,100
48200000000,0,0,9.81,0,0,0.4094762747264715,0,0,0,101325,100
48220000000,0,0,9.81,0,0,0.4121344720131533,0,0,0,101325,100
48240000000,0,0,9.81,0,0,0.41091851782401334,0,0,0,101325,100
48260000000,0,0,9.81,0,0,0.4115862919424011,0,0,0,101325,100
48280000000,0,0,9.81,0,0,0.41083281030517715,0,0,0,101325,100
48300000000,0,0,9.81,0,0,0.40951628761401476,0,0,0,101325,100
48320000000,0,0,9.81,0,0,0.41124446231884076,0,0,0,101325,100
48340000000,0,0,9.81,0,0,0.4107960029624458,0,0,0,101325,100
48360000000,0,0,9.81,0,0,0.41264380781308013,0,0,0,101325,100
48380000000,0,0,9.81,0,0,0.4088748303575615,0,0,0,101325,100
48400000000,0,0,9.81,0,0,0.41274343943746894,0,0,0,101325,100
48420000000,0,0,9.81,0,0,0.40941676072628624,0,0,0,101325,100
48440000000,0,0,9.81,0,0,0.4096966370202377,0,0,0,101325,100
48460000000,0,0,9.81,0,0,0.4104592543854001,0,0,0,101325,100
48480000000,0,0,9.81,0,0,0.41126204295073804,0,0,0,101325,100
48500000000,0,0,9.81,0,0,0.41192376311236145,0,0,0,101325,100
48520000000,0,0,9.81,0,0,0.41196279979034345,0,0,0,101325,100
48540000000,0,0,9.81,0,0,0.41132157067645103,0,0,0,101325,100
48560000000,0,0,9.81,0,0,0.41107691999307,0,0,0,101325,100
48580000000,0,0,9.81,0,0,0.409819290415483,0,0,0,101325,100
48600000000,0,0,9.81,0,0,0.41181741663501065,0,0,0,101325,100
48620000000,0,0,9.81,0,0,0.4108882347168949,0,0,0,101325,100
48640000000,0,0,9.81,0,0,0.40935680727496426,0,0,0,101325,100
48660000000,0,0,9.81,0,0,0.40934363377264105,0,0,0,101325,100
48680000000,0,0,9.81,0,0,0.41225170743558415,0,0,0,101325,100
48700000000,0,0,9.81,0,0,0.409757733530206,0,0,0,101325,100
48720000000,0,0,9.81,0,0,0.4106896251480145,0,0,0,101325,100
48740000000,0,0,9.81,0,0,0.409563679203158,0,0,0,101325,100
48760000000,0,0,9.81,0,0,0.41133213709409044,0,0,0,101325,100
48780000000,0,0,9.81,0,0,0.41002672086216674,0,0,0,101325,100
48800000000,0,0,9.81,0,0,0.41100917186279745,0,0,0,101325,100
48820000000,0,0,9.81,0,0,0.41095819268036016,0,0,0,101325,100
48840000000,0,0,9.81,0,0,0.41161017766702535,0,0,0,101325,100
48860000000,0,0,9.81,0,0,0.4104147984287038,0,0,0,101325,100
48880000000,0,0,9.81,0,0,0.40971675855303147,0,0,0,101325,100
48900000000,0,0,9.81,0,0,0.4118293311957224,0,0,0,101325,100
48920000000,0,0,9.81,0,0,0.4095233891687712,0,0,0,101325,100
48940000000,0,0,9.81,0,0,0.41093946704712575,0,0,0,101325,100
48960000000,0,0,9.81,0,0,0.41089840067418487,0,0,0,101325,100
48980000000,0,0,9.81,0,0,0.41060725518308594,0,0,0,101325,100
49000000000,0,0,9.81,0,0,0.4105460811377064,0,0,0,101325,100
49020000000,0,0,9.81,0,0,0.4119967712872387,0,0,0,101325,100
49040000000,0,0,9.81,0,0,0.4097307288303896,0,0,0,101325,100
49060000000,0,0,9.81,0,0,0.4108895844275108,0,0,0,101325,100
49080000000,0,0,9.81,0,0,0.409986252583149,0,0,0,101325,100
49100000000,0,0,9.81,0,0,0.4137206413796551,0,0,0,101325,100
49120000000,0,0,9.81,0,0,0.4111047900702928,0,0,0,101325,100
49140000000,0,0,9.81,0,0,0.41121360735429524,0,0,0,101325,100
49160000000,0,0,9.81,0,0,0.40947578463897805,0,0,0,101325,100
49180000000,0,0,9.81,0,0,0.4095249129059927,0,0,0,101325,100
49200000000,0,0,9.81,0,0,0.4095760082093129,0,0,0,101325,100
49220000000,0,0,9.81,0,0,0.4102806265852271,0,0,0,101325,100
49240000000,0,0,9.81,0,0,0.41217522044090715,0,0,0,101325,100
49260000000,0,0,9.81,0,0,0.41158459522340557,0,0,0,101325,100
49280000000,0,0,9.81,0,0,0.41076476291123887,0,0,0,101325,100
49300000000,0,0,9.81,0,0,0.41045739585574337,0,0,0,101325,100
49320000000,0,0,9.81,0,0,0.4104679145863767,0,0,0,101325,100
49340000000,0,0,9.81,0,0,0.41146454286020884,0,0,0,101325,100
49360000000,0,0,9.81,0,0,0.41077680242351805,0,0,0,101325,100
49380000000,0,0,9.81,0,0,0.4116223154009258,0,0,0,101325,100
49400000000,0,0,9.81,0,0,0.4111467913042367,0,0,0,101325,100
49420000000,0,0,9.81,0,0,0.41055157437307493,0,0,0,101325,100
49440000000,0,0,9.81,0,0,0.41101944953032,0,0,0,101325,100
49460000000,0,0,9.81,0,0,0.4106245783576644,0,0,0,101325,100
49480000000,0,0,9.81,0,0,0.4100650360111996,0,0,0,101325,100
49500000000,0,0,9.81,0,0,0.40969789765758213,0,0,0,101325,100
49520000000,0,0,9.81,0,0,0.4108981961317655,0,0,0,101325,100
49540000000,0,0,9.81,0,0,0.4120371421644221,0,0,0,101325,100
49560000000,0,0,9.81,0,0,0.410572524659222,0,0,0,101325,100
49580000000,0,0,9.81,0,0,0.4122201354679007,0,0,0,101325,100
49600000000,0,0,9.81,0,0,0.4101743830788029,0,0,0,101325,100
49620000000,0,0,9.81,0,0,0.4104559719758571,0,0,0,101325,100
49640000000,0,0,9.81,0,0,0.4119795568303233,0,0,0,101325,100
49660000000,0,0,9.81,0,0,0.4107494414119763,0,0,0,101325,100
49680000000,0,0,9.81,0,0,0.41063496677206895,0,0,0,101325,100
49700000000,0,0,9.81,0,0,0.4111765766924975,0,0,0,101325,100
49720000000,0,0,9.81,0,0,0.41085744483460046,0,0,0,101325,100
49740000000,0,0,9.81,0,0,0.4107463309746011,0,0,0,101325,100
49760000000,0,0,9.81,0,0,0.4112131163976555,0,0,0,101325,100
49780000000,0,0,9.81,0,0,0.41177688843336846,0,0,0,101325,100
49800000000,0,0,9.81,0,0,0.4098078987926868,0,0,0,101325,100
49820000000,0,0,9.81,0,0,0.4118251723271315,0,0,0,101325,100
49840000000,0,0,9.81,0,0,0.4093288872180649,0,0,0,101325,100
49860000000,0,0,9.81,0,0,0.41098665821705965,0,0,0,101325,100
49880000000,0,0,9.81,0,0,0.4105392240179917,0,0,0,101325,100
49900000000,0,0,9.81,0,0,0.4113884546577183,0,0,0,101325,100
49920000000,0,0,9.81,0,0,0.4122808298915381,0,0,0,101325,100
49940000000,0,0,9.81,0,0,0.4116689465427915,0,0,0,101325,100
49960000000,0,0,9.81,0,0,0.41104860660289533,0,0,0,101325,100
49980000000,0,0,9.81,0,0,0.41089220713050906,0,0,0,101325,100
50000000000,0,0,9.81,0,0,0.4115353546738203,0,0,0,101325,100
50020000000,0,0,9.81,0,0,0.4098715441300699,0,0,0,101325,100
50040000000,0,0,9.81,0,0,0.40965609212987547,0,0,0,101325,100
50060000000,0,0,9.81,0,0,0.4103135738127272,0,0,0,101325,100
50080000000,0,0,9.81,0,0,0.4093813869722256,0,0,0,101325,100
50100000000,0,0,9.81,0,0,0.4117241917423812,0,0,0,101325,100
50120000000,0,0,9.81,0,0,0.412693709027298,0,0,0,101325,100
50140000000,0,0,9.81,0,0,0.4109625080612732,0,0,0,101325,100
50160000000,0,0,9.81,0,0,0.4099237249440287,0,0,0,101325,100
50180000000,0,0,9.81,0,0,0.41024000192415533,0,0,0,101325,100
50200000000,0,0,9.81,0,0,0.4092062451533885,0,0,0,101325,100
50220000000,0,0,9.81,0,0,0.4102910595526799,0,0,0,101325,100
50240000000,0,0,9.81,0,0,0.4122824258526408,0,0,0,101325,100
50260000000,0,0,9.81,0,0,0.41177471912861674,0,0,0,101325,100
50280000000,0,0,9.81,0,0,0.41146071057967837,0,0,0,101325,100
50300000000,0,0,9.81,0,0,0.41161185737462014,0,0,0,101325,100
50320000000,0,0,9.81,0,0,0.4098347710751233,0,0,0,101325,100
50340000000,0,0,9.81,0,0,0.4103117074713132,0,0,0,101325,100
50360000000,0,0,9.81,0,0,0.41168436921327234,0,0,0,101325,100
50380000000,0,0,9.81,0,0,0.4113301552554595,0,0,0,101325,100
50400000000,0,0,9.81,0,0,0.4116030302590698,0,0,0,101325,100
50420000000,0,0,9.81,0,0,0.41056674936613385,0,0,0,101325,100
50440000000,0,0,9.81,0,0,0.40984643213590766,0,0,0,101325,100
50460000000,0,0,9.81,0,0,0.411922413220749,0,0,0,101325,100
50480000000,0,0,9.81,0,0,0.41070405685998446,0,0,0,101325,100
50500000000,0,0,9.81,0,0,0.40977967751174715,0,0,0,101325,100
50520000000,0,0,9.81,0,0,0.41232731580892235,0,0,0,101325,100
50540000000,0,0,9.81,0,0,0.41017406031834536,0,0,0,101325,100
50560000000,0,0,9.81,0,0,0.41056161673082103,0,0,0,101325,100
50580000000,0,0,9.81,0,0,0.41233187208390487,0,0,0,101325,100
50600000000,0,0,9.81,0,0,0.41137660650476554,0,0,0,101325,100
50620000000,0,0,9.81,0,0,0.41041868509309903,0,0,0,101325,100
50640000000,0,0,9.81,0,0,0.41078305520651676,0,0,0,101325,100
50660000000,0,0,9.81,0,0,0.4100963946530587,0,0,0,101325,100
50680000000,0,0,9.81,0,0,0.4104946212559532,0,0,0,101325,100
50700000000,0,0,9.81,0,0,0.4118574922240279,0,0,0,101325,100
50720000000,0,0,9.81,0,0,0.4083471700665182,0,0,0,101325,100
50740000000,0,0,9.81,0,0,0.41012587917639387,0,0,0,101325,100
50760000000,0,0,9.81,0,0,0.4113988238936138,0,0,0,101325,100
50780000000,0,0,9.81,0,0,0.4089745707467157,0,0,0,101325,100
50800000000,0,0,9.81,0,0,0.410507207809366,0,0,0,101325,100
50820000000,0,0,9.81,0,0,0.41252999933781226,0,0,0,101325,100
50840000000,0,0,9.81,0,0,0.4125414319608809,0,0,0,101325,100
50860000000,0,0,9.81,0,0,0.41028442240855945,0,0,0,101325,100
50880000000,0,0,9.81,0,0,0.4106522023222774,0,0,0,101325,100
50900000000,0,0,9.81,0,0,0.41132016980626157,0,0,0,101325,100
50920000000,0,0,9.81,0,0,0.4092896406982912,0,0,0,101325,100
50940000000,0,0,9.81,0,0,0.40957401486736356,0,0,0,101325,100
50960000000,0,0,9.81,0,0,0.40942853234451004,0,0,0,101325,100
50980000000,0,0,9.81,0,0,0.4109898130168514,0,0,0,101325,100
51000000000,0,0,9.81,0,0,0.40955797313892794,0,0,0,101325,100
51020000000,0,0,9.81,0,0,0.4117480861968882,0,0,0,101325,100
51040000000,0,0,9.81,0,0,0.4101590731983437,0,0,0,101325,100
51060000000,0,0,9.81,0,0,0.40998726249741535,0,0,0,101325,100
51080000000,0,0,9.81,0,0,0.4111925845755997,0,0,0,101325,100
51100000000,0,0,9.81,0,0,0.40946583076172,0,0,0,101325,100
51120000000,0,0,9.81,0,0,0.41045655415459814,0,0,0,101325,100
51140000000,0,0,9.81,0,0,0.4106864373587757,0,0,0,101325,100
51160000000,0,0,9.81,0,0,0.41056002624135735,0,0,0,101325,100
51180000000,0,0,9.81,0,0,0.41211744159678976,0,0,0,101325,100
51200000000,0,0,9.81,0,0,0.41154179378274564,0,0,0,101325,100
51220000000,0,0,9.81,0,0,0.41206949866031417,0,0,0,101325,100
51240000000,0,0,9.81,0,0,0.410571628788769,0,0,0,101325,100
51260000000,0,0,9.81,0,0,0.4093442704878413,0,0,0,101325,100
51280000000,0,0,9.81,0,0,0.41030038162786564,0,0,0,101325,100
51300000000,0,0,9.81,0,0,0.41152694335350914,0,0,0,101325,100
51320000000,0,0,9.81,0,0,0.4118589265456885,0,0,0,101325,100
51340000000,0,0,9.81,0,0,0.410426159494224,0,0,0,101325,100
51360000000,0,0,9.81,0,0,0.4097299580256365,0,0,0,101325,100
51380000000,0,0,9.81,0,0,0.4102932542546833,0,0,0,101325,100
51400000000,0,0,9.81,0,0,0.409197253760246,0,0,0,101325,100
51420000000,0,0,9.81,0,0,0.41060596109879643,0,0,0,101325,100
51440000000,0,0,9.81,0,0,0.40968197168644227,0,0,0,101325,100
51460000000,0,0,9.81,0,0,0.4092330797085547,0,0,0,101325,100
51480000000,0,0,9.81,0,0,0.40899451631782047,0,0,0,101325,100
51500000000,0,0,9.81,0,0,0.4118127163386953,0,0,0,101325,100
51520000000,0,0,9.81,0,0,0.41006548535075343,0,0,0,101325,100
51540000000,0,0,9.81,0,0,0.4111482811407318,0,0,0,101325,100
51560000000,0,0,9.81,0,0,0.41127864854597335,0,0,0,101325,100
51580000000,0,0,9.81,0,0,0.41113862198846896,0,0,0,101325,100
51600000000,0,0,9.81,0,0,0.41066056591984745,0,0,0,101325,100
51620000000,0,0,9.81,0,0,0.4086019514818996,0,0,0,101325,100
51640000000,0,0,9.81,0,0,0.4095590702093805,0,0,0,101325,100
51660000000,0,0,9.81,0,0,0.40937721815381695,0,0,0,101325,100
51680000000,0,0,9.81,0,0,0.41146116947530065,0,0,0,101325,100
51700000000,0,0,9.81,0,0,0.4113703541904488,0,0,0,101325,100
51720000000,0,0,9.81,0,0,0.41099094755281773,0,0,0,101325,100
51740000000,0,0,9.81,0,0,0.4103673712316284,0,0,0,101325,100
51760000000,0,0,9.81,0,0,0.4116576940520074,0,0,0,101325,100
51780000000,0,0,9.81,0,0,0.4111424016932526,0,0,0,101325,100
51800000000,0,0,9.81,0,0,0.41146917511087466,0,0,0,101325,100
51820000000,0,0,9.81,0,0,0.4104181714183041,0,0,0,101325,100
51840000000,0,0,9.81,0,0,0.4104128824543108,0,0,0,101325,100
51860000000,0,0,9.81,0,0,0.41020491427727473,0,0,0,101325,100
51880000000,0,0,9.81,0,0,0.4102342403931824,0,0,0,101325,100
51900000000,0,0,9.81,0,0,0.40950304450863995,0,0,0,101325,100
51920000000,0,0,9.81,0,0,0.40995455546905446,0,0,0,101325,100
51940000000,0,0,9.81,0,0,0.40984587098066777,0,0,0,101325,100
51960000000,0,0,9.81,0,0,0.4119688078615766,0,0,0,101325,100
51980000000,0,0,9.81,0,0,0.4116294699321211,0,0,0,101325,100
52000000000,0,0,9.81,0,0,0.41149998884431094,0,0,0,101325,100
52020000000,0,0,9.81,0,0,0.4098101640002439,0,0,0,101325,100
52040000000,0,0,9.81,0,0,0.4104331056269845,0,0,0,101325,100
52060000000,0,0,9.81,0,0,0.4114454968045872,0,0,0,101325,100
52080000000,0,0,9.81,0,0,0.410599442487844,0,0,0,101325,100
52100000000,0,0,9.81,0,0,0.4099129039354895,0,0,0,101325,100
52120000000,0,0,9.81,0,0,0.4110656866185535,0,0,0,101325,100
52140000000,0,0,9.81,0,0,0.41152298300904544,0,0,0,101325,100
52160000000,0,0,9.81,0,0,0.41203545451086093,0,0,0,101325,100
52180000000,0,0,9.81,0,0,0.4113044037084532,0,0,0,101325,100
52200000000,0,0,9.81,0,0,0.41024577469109536,0,0,0,101325,100
52220000000,0,0,9.81,0,0,0.41131402818918805,0,0,0,101325,100
52240000000,0,0,9.81,0,0,0.41112431253804244,0,0,0,101325,100
52260000000,0,0,9.81,0,0,0.4087490492716201,0,0,0,101325,100
52280000000,0,0,9.81,0,0,0.41182836523413296,0,0,0,101325,100
52300000000,0,0,9.81,0,0,0.41137416008537137,0,0,0,101325,100
52320000000,0,0,9.81,0,0,0.4109952272266149,0,0,0,101325,100
52340000000,0,0,9.81,0,0,0.41235001919305225,0,0,0,101325,100
52360000000,0,0,9.81,0,0,0.4112623321297039,0,0,0,101325,100
52380000000,0,0,9.81,0,0,0.4117944873148434,0,0,0,101325,100
52400000000,0,0,9.81,0,0,0.41146303161697484,0,0,0,101325,100
52420000000,0,0,9.81,0,0,0.40994927537900994,0,0,0,101325,100
52440000000,0,0,9.81,0,0,0.4106570778598548,0,0,0,101325,100
52460000000,0,0,9.81,0,0,0.410840400302051,0,0,0,101325,100
52480000000,0,0,9.81,0,0,0.410701896926065,0,0,0,101325,100
52500000000,0,0,9.81,0,0,0.4120457257159848,0,0,0,101325,100
52520000000,0,0,9.81,0,0,0.4093098597111301,0,0,0,101325,100
52540000000,0,0,9.81,0,0,0.41085463716284903,0,0,0,101325,100
52560000000,0,0,9.81,0,0,0.40942505056330164,0,0,0,101325,100
52580000000,0,0,9.81,0,0,0.41223897948946386,0,0,0,101325,100
52600000000,0,0,9.81,0,0,0.4114992866669102,0,0,0,101325,100
52620000000,0,0,9.81,0,0,0.41165128364045256,0,0,0,101325,100
52640000000,0,0,9.81,0,0,0.4093047472133864,0,0,0,101325,100
52660000000,0,0,9.81,0,0,0.4108923979294366,0,0,0,101325,100
52680000000,0,0,9.81,0,0,0.41101529536643305,0,0,0,101325,100
52700000000,0,0,9.81,0,0,0.4093776428607345,0,0,0,101325,100
52720000000,0,0,9.81,0,0,0.41205255947078806,0,0,0,101325,100
52740000000,0,0,9.81,0,0,0.41286733418886945,0,0,0,101325,100
52760000000,0,0,9.81,0,0,0.41023773619566684,0,0,0,101325,100
52780000000,0,0,9.81,0,0,0.4111284507060511,0,0,0,101325,100
52800000000,0,0,9.81,0,0,0.4094267276635317,0,0,0,101325,100
52820000000,0,0,9.81,0,0,0.410320915184189,0,0,0,101325,100
52840000000,0,0,9.81,0,0,0.41139747422916795,0,0,0,101325,100
52860000000,0,0,9.81,0,0,0.4108094898442675,0,0,0,101325,100
52880000000,0,0,9.81,0,0,0.4116610473576467,0,0,0,101325,100
52900000000,0,0,9.81,0,0,0.41030404786445157,0,0,0,101325,100
52920000000,0,0,9.81,0,0,0.4113526043149019,0,0,0,101325,100
52940000000,0,0,9.81,0,0,0.40853243932588523,0,0,0,101325,100
52960000000,0,0,9.81,0,0,0.409373062317213,0,0,0,101325,100
52980000000,0,0,9.81,0,0,0.4102810306852743,0,0,0,101325,100
53000000000,0,0,9.81,0,0,0.4102402648980005,0,0,0,101325,100
53020000000,0,0,9.81,0,0,0.4120761985040537,0,0,0,101325,100
53040000000,0,0,9.81,0,0,0.41168087409945636,0,0,0,101325,100
53060000000,0,0,9.81,0,0,0.4104815868020921,0,0,0,101325,100
53080000000,0,0,9.81,0,0,0.40993319119661714,0,0,0,101325,100
53100000000,0,0,9.81,0,0,0.40983633466361374,0,0,0,101325,100
53120000000,0,0,9.81,0,0,0.4103015555866831,0,0,0,101325,100
53140000000,0,0,9.81,0,0,0.4104184934725952,0,0,0,101325,100
53160000000,0,0,9.81,0,0,0.41098123012321974,0,0,0,101325,100
53180000000,0,0,9.81,0,0,0.4101748496896762,0,0,0,101325,100
53200000000,0,0,9.81,0,0,0.40959862141852754,0,0,0,101325,100
53220000000,0,0,9.81,0,0,0.41058009539619406,0,0,0,101325,100
53240000000,0,0,9.81,0,0,0.41127116960663723,0,0,0,101325,100
53260000000,0,0,9.81,0,0,0.4106200030427333,0,0,0,101325,100
53280000000,0,0,9.81,0,0,0.41105630428417667,0,0,0,101325,100
53300000000,0,0,9.81,0,0,0.40995832752531686,0,0,0,101325,100
53320000000,0,0,9.81,0,0,0.41156085572797085,0,0,0,101325,100
53340000000,0,0,9.81,0,0,0.4110565627035862,0,0,0,101325,100
53360000000,0,0,9.81,0,0,0.412368738414116,0,0,0,101325,100
53380000000,0,0,9.81,0,0,0.4107304419244868,0,0,0,101325,100
53400000000,0,0,9.81,0,0,0.41188849410704054,0,0,0,101325,100
53420000000,0,0,9.81,0,0,0.410240827857185,0,0,0,101325,100
53440000000,0,0,9.81,0,0,0.4113403744702519,0,0,0,101325,100
53460000000,0,0,9.81,0,0,0.41022554726065147,0,0,0,101325,100
53480000000,0,0,9.81,0,0,0.409508319217185,0,0,0,101325,100
53500000000,0,0,9.81,0,0,0.41032956011347915,0,0,0,101325,100
53520000000,0,0,9.81,0,0,0.4100266587609007,0,0,0,101325,100
53540000000,0,0,9.81,0,0,0.41086035219816497,0,0,0,101325,100
53560000000,0,0,9.81,0,0,0.4109405374481961,0,0,0,101325,100
53580000000,0,0,9.81,0,0,0.41039154034130254,0,0,0,101325,100
53600000000,0,0,9.81,0,0,0.40909790330502477,0,0,0,101325,100
53620000000,0,0,9.81,0,0,0.4113368478112199,0,0,0,101325,100
53640000000,0,0,9.81,0,0,0.4114309322038927,0,0,0,101325,100
53660000000,0,0,9.81,0,0,0.40954440743297515,0,0,0,101325,100
53680000000,0,0,9.81,0,0,0.41029715825886715,0,0,0,101325,100
53700000000,0,0,9.81,0,0,0.4118059971992877,0,0,0,101325,100
53720000000,0,0,9.81,0,0,0.41067921148970443,0,0,0,101325,100
53740000000,0,0,9.81,0,0,0.4103642195046823,0,0,0,101325,100
53760000000,0,0,9.81,0,0,0.41218232916898545,0,0,0,101325,100
53780000000,0,0,9.81,0,0,0.41073371035848216,0,0,0,101325,100
53800000000,0,0,9.81,0,0,0.41139579350817557,0,0,0,101325,100
53820000000,0,0,9.81,0,0,0.41116242856189,0,0,0,101325,100
53840000000,0,0,9.81,0,0,0.4106995188848579,0,0,0,101325,100
53860000000,0,0,9.81,0,0,0.4103500137534767,0,0,0,101325,100
53880000000,0,0,9.81,0,0,0.4101080447115328,0,0,0,101325,100
53900000000,0,0,9.81,0,0,0.4111226492833436,0,0,0,101325,100
53920000000,0,0,9.81,0,0,0.41076571905193426,0,0,0,101325,100
53940000000,0,0,9.81,0,0,0.4108076566972696,0,0,0,101325,100
53960000000,0,0,9.81,0,0,0.40927221482684095,0,0,0,101325,100
53980000000,0,0,9.81,0,0,0.41021129697423414,0,0,0,101325,100
54000000000,0,0,9.81,0,0,0.40964000574200876,0,0,0,101325,100
54020000000,0,0,9.81,0,0,0.4112216178161112,0,0,0,101325,100
54040000000,0,0,9.81,0,0,0.40982808281595073,0,0,0,101325,100
54060000000,0,0,9.81,0,0,0.40971356687625965,0,0,0,101325,100
54080000000,0,0,9.81,0,0,0.40987245401452194,0,0,0,101325,100
54100000000,0,0,9.81,0,0,0.41138968239223245,0,0,0,101325,100
54120000000,0,0,9.81,0,0,0.4112200209170105,0,0,0,101325,100
54140000000,0,0,9.81,0,0,0.41092211347594937,0,0,0,101325,100
54160000000,0,0,9.81,0,0,0.4109055720036837,0,0,0,101325,100
54180000000,0,0,9.81,0,0,0.41021450014105465,0,0,0,101325,100
54200000000,0,0,9.81,0,0,0.41002835463506426,0,0,0,101325,100
54220000000,0,0,9.81,0,0,0.4104646383552755,0,0,0,101325,100
54240000000,0,0,9.81,0,0,0.41060854341320396,0,0,0,101325,100
54260000000,0,0,9.81,0,0,0.41041280871018493,0,0,0,101325,100
54280000000,0,0,9.81,0,0,0.4123279401968875,0,0,0,101325,100
54300000000,0,0,9.81,0,0,0.4115122799749735,0,0,0,101325,100
54320000000,0,0,9.81,0,0,0.41186263260528744,0,0,0,101325,100
54340000000,0,0,9.81,0,0,0.4109858883866022,0,0,0,101325,100
54360000000,0,0,9.81,0,0,0.41066622706214884,0,0,0,101325,100
54380000000,0,0,9.81,0,0,0.4093952538229621,0,0,0,101325,100
54400000000,0,0,9.81,0,0,0.4099857028920066,0,0,0,101325,100
54420000000,0,0,9.81,0,0,0.41135459579088923,0,0,0,101325,100
54440000000,0,0,9.81,0,0,0.41140427056156703,0,0,0,101325,100
54460000000,0,0,9.81,0,0,0.4112693529528037,0,0,0,101325,100
54480000000,0,0,9.81,0,0,0.4109097457434074,0,0,0,101325,100
54500000000,0,0,9.81,0,0,0.4128273711856976,0,0,0,101325,100
54520000000,0,0,9.81,0,0,0.4109117573666661,0,0,0,101325,100
54540000000,0,0,9.81,0,0,0.41115863377878725,0,0,0,101325,100
54560000000,0,0,9.81,0,0,0.41330761501490737,0,0,0,101325,100
54580000000,0,0,9.81,0,0,0.41005632857845703,0,0,0,101325,100
54600000000,0,0,9.81,0,0,0.4098537299319167,0,0,0,101325,100
54620000000,0,0,9.81,0,0,0.41103382549555245,0,0,0,101325,100
54640000000,0,0,9.81,0,0,0.4115658535627823,0,0,0,101325,100
54660000000,0,0,9.81,0,0,0.40908602311564424,0,0,0,101325,100
54680000000,0,0,9.81,0,0,0.41146127043280223,0,0,0,101325,100
54700000000,0,0,9.81,0,0,0.41150568144991434,0,0,0,101325,100
54720000000,0,0,9.81,0,0,0.41212028192632894,0,0,0,101325,100
54740000000,0,0,9.81,0,0,0.4123057370074872,0,0,0,101325,100
54760000000,0,0,9.81,0,0,0.40950678763686876,0,0,0,101325,100
54780000000,0,0,9.81,0,0,0.4098459997165402,0,0,0,101325,100
54800000000,0,0,9.81,0,0,0.4094163318055056,0,0,0,101325,100
54820000000,0,0,9.81,0,0,0.41123313729002575,0,0,0,101325,100
54840000000,0,0,9.81,0,0,0.40868464534353266,0,0,0,101325,100
54860000000,0,0,9.81,0,0,0.41140670790567413,0,0,0,101325,100
54880000000,0,0,9.81,0,0,0.4112163237976923,0,0,0,101325,100
54900000000,0,0,9.81,0,0,0.41008251125298806,0,0,0,101325,100
54920000000,0,0,9.81,0,0,0.4103640049363391,0,0,0,101325,100
54940000000,0,0,9.81,0,0,0.40980983604429044,0,0,0,101325,100
54960000000,0,0,9.81,0,0,0.40977541515145016,0,0,0,101325,100
54980000000,0,0,9.81,0,0,0.4106217771599957,0,0,0,101325,100
55000000000,0,0,9.81,0,0,0.4114722552473132,0,0,0,101325,100
55020000000,0,0,9.81,0,0,0.4119601155649513,0,0,0,101325,100
55040000000,0,0,9.81,0,0,0.4119414175188991,0,0,0,101325,100
55060000000,0,0,9.81,0,0,0.40972131232339054,0,0,0,101325,100
55080000000,0,0,9.81,0,0,0.4088649052733751,0,0,0,101325,100
55100000000,0,0,9.81,0,0,0.41102049410451047,0,0,0,101325,100
55120000000,0,0,9.81,0,0,0.4111693492248736,0,0,0,101325,100
55140000000,0,0,9.81,0,0,0.4099914972766995,0,0,0,101325,100
55160000000,0,0,9.81,0,0,0.41172182945272345,0,0,0,101325,100
55180000000,0,0,9.81,0,0,0.4126145851870798,0,0,0,101325,100
55200000000,0,0,9.81,0,0,0.4098813518552959,0,0,0,101325,100
55220000000,0,0,9.81,0,0,0.41027459003966504,0,0,0,101325,100
55240000000,0,0,9.81,0,0,0.41048787121207886,0,0,0,101325,100
55260000000,0,0,9.81,0,0,0.409626808351255,0,0,0,101325,100
55280000000,0,0,9.81,0,0,0.41144624096407906,0,0,0,101325,100
